STEP	TIME_START_RAW	TIME_END_RAW	STEP_RAW	STEP_BITS	CENTER_X_RAW	CENTER_Y_RAW	CENTER_W_RAW	CENTER_ELL_RAW	RADIUS_RAW	LOCAL_RADIUS_RAW	MU_RAW	MU_H_RAW	AMPLIFICATION_RAW	PICARD_ITERATIONS	CONTRACTION_RAW	BEFORE_SIGN	AFTER_SIGN	EVENT_INDEX
431	10543569321157315345505427546794127183296925160623182970880	10568089249811169567239161099228532130234824986578120605696	24519928653854221733733552434404946937899825954937634816	8	119192783050108513295985876725246853795513674989941371624296	94037534037925421116784988475222656550495334561646358896	-8607885461437502458363178865338162433339799773140871156851	-72966018860000588840878851013543250440613213052556975625972	7715008237285681777663996	28	118744784518544788086081855157159660546691454696652178965246	463846814525565578461257246707654924010513494908797574083	6758516597069376440600148802017831680421634107370784898164	50	490511608016713346604006870801600978477080010971336918498	-1	-1	0
432	10568089249811169567239161099228532130234824986578120605696	10592609178465023788972894651662937077172724812533058240512	24519928653854221733733552434404946937899825954937634816	8	119185702097382902621364459228114388480136352266268590263588	97223691826123889489156033795493751200689006373679757847	-9113647856137956135424344721695326066844513780632515833762	-72781756615193722537756114039647926659195499838862822927544	8306586929266907505504098	28	118722595379918886190401951783346155777896208056785069515808	463760138202808149181257624153695921007407062721816677797	6758423273853319462694604580278158272229102561695790304860	51	490497324094258463919124957417025532405520682450602968482	-1	-1	0
433	10592609178465023788972894651662937077172724812533058240512	10617129107118878010706628204097342024110624638487995875328	24519928653854221733733552434404946937899825954937634816	8	119178381510127142247510990094448600902535713111135133952129	100533136795635554795469312364205284790441246330722542096	-9617198515452114570028448916910544797723644784020431943416	-72596549523184131168501088195261063467266516088426493650482	8943399178651665567755033	28	118699583638252283173918679059612338538740068861406488200957	463670248586922981148119840076610697416953393989869094535	6758326492289494856166435677400246937380158074968947984840	51	490482621468983046958450271325677907325743271717671274721	-1	-1	0
434	10617129107118878010706628204097342024110624638487995875328	10641649035772732232440361756531746971048524464442933510144	24519928653854221733733552434404946937899825954937634816	8	119170812058843813677928165381925513692946971410011387413358	103971005150090427595887612418902983802824498905838862496	-10118536792353279333114120494282708924943693228811103973972	-72410403349866239039408374729348997818264250578201085979097	9628888682247936851881178	28	118675715826148964473533643533102997114064164815036191473863	463577014945894392474740795051183582476813143808735122945	6758226111774208328589578469531038168079312896231018454152	50	490467485626378626432396401527421703909740548848674897006	-1	-1	0
435	10641649035772732232440361756531746971048524464442933510144	10666168964426586454174095308966151917986424290397871144960	24519928653854221733733552434404946937899825954937634816	8	119162984133309975376157439097426379103565267621908392530918	107542658469913081992751457777186592008742323332628736719	-10617661657806165839671703068966760920384834051814759838996	-72223323920060168741995929658780199010602982849794709445527	10366759540317338100203177	28	118650957033093361539948727320306425522350528428664568089962	463480300910520943515424716094946974696681751674470969102	6758121985648561935173483496833256333296255117847319451460	50	490451901508600006488898221082283393693369623797291537384	-1	-1	0
436	10666168964426586454174095308966151917986424290397871144960	10690688893080440675907828861400556864924324116352808779776	24519928653854221733733552434404946937899825954937634816	8	119154887726190451667634774257965491415353139191836313779314	111253693916209508202721230131110790208041458051600115200	-11114571685531080998370469805920369559804096182445660188272	-72035317120691767033460748802782988710463510991585895481161	11160995735994301648722459	28	118625270840960409966193681809015877319164383934835113768401	463379964222501601430444069566468270777985874745449663158	6758013960928488930125565574876776309604154934763314437671	52	490435853493087252615065862193265191876630557516236788020	-1	-1	0
437	10690688893080440675907828861400556864924324116352808779776	10715208821734294897641562413834961811862223942307746414592	24519928653854221733733552434404946937899825954937634816	8	119146512415936572113544048044885282755091333095628763483167	115109954900713978412842292541503423011799303837745732424	-11609265036083134284283842969907954156421850070836540138306	-71846388904109211415070711508265728937085653136795600803157	12015882046275645582200856	28	118598619256609404126621168107785373405372933892949469240084	463275856471130484869613937921036614864738023019333864220	6757901878022635284240614070150120134339313232886831848373	50	490419325370334945685180759315043130539431456730961672929	-1	-1	0
438	10715208821734294897641562413834961811862223942307746414592	10739728750388149119375295966269366758800123768262684049408	24519928653854221733733552434404946937899825954937634816	8	119137847348940141517708984059829278944793561569612790415189	119117542242503613988279468656009184807889600850034274907	-12101739440216289772901430044782578620374554493807975114650	-71656545291542275118473564205875121232497394566504397106606	12936026486656767072565818	29	118570962641433002221479836582653206710410200255874791728199	463167822818097664927655611650989088712539844749510905189	6757785570437556690842554467962984386384061593681687551697	51	490402300320775983439304367857476729809844748491051780628	-1	-1	0
439	10739728750388149119375295966269366758800123768262684049408	10764248679042003341109029518703771705738023594217621684224	24519928653854221733733552434404946937899825954937634816	8	119128881220911301442483958670991556558619032955054537303539	123282825833014003666397293895327284554718685299516196794	-12591992181500828556178595096418921974913011744423974890072	-71465792376710591101927269707372502665601727910232267429497	13926384398379440647582848	29	118542259637727623447767586717024679611998619531526318137578	463055701709873529092842135613377654734369607545024680225	6757664864469679260943434768533530396956928151038556511987	50	490384760890746161560895092640507114449024133301230976554	-1	-1	0
440	10764248679042003341109029518703771705738023594217621684224	10788768607695857562842763071138176652675923420172559319040	24519928653854221733733552434404946937899825954937634816	8	119119602257447802343357375596961189319284956711608588176640	127612456831736536140014008679224285122347710577009206394	-13080020078161513867414026717902449073519114124370255458886	-71274136329587528691201104077326383561928947363120993038697	14992284294560161284747826	28	118512467091746231424151972201990372669237415830762105518673	462939324577133716500593641414024893239208655588914474683	6757539578883450996004583944115968538235564986082175748271	51	490366688967494707725717449970661605882223338170865151203	-1	-1	0
441	10788768607695857562842763071138176652675923420172559319040	10813288536349711784576496623572581599613823246127496953856	24519928653854221733733552434404946937899825954937634816	8	119109998193762043119886327707954476785521221298341538256017	132113380415846265522176497354151369811812622561729932186	-13565819464102435335043950974549019316078912023852644002516	-71081583400326579916576967298276257973921132880316925715124	16139455589205540295934720	28	118481539973289119662657305554040526822464571545252514333642	462818515520660623682255099820470807900252232598642634116	6757409524575089549559116956726625655888496357124239577672	51	490348065753204876547141038959176397493907211098040521548	-1	-1	0
