STEP	TIME_START_RAW	TIME_END_RAW	STEP_RAW	STEP_BITS	CENTER_X_RAW	CENTER_Y_RAW	CENTER_W_RAW	CENTER_ELL_RAW	RADIUS_RAW	LOCAL_RADIUS_RAW	MU_RAW	MU_H_RAW	AMPLIFICATION_RAW	PICARD_ITERATIONS	CONTRACTION_RAW	BEFORE_SIGN	AFTER_SIGN	EVENT_INDEX
50	1201476504038856864952944069285842399957091471791944105984	1225996432692711086686677621720247346894991297746881740800	24519928653854221733733552434404946937899825954937634816	8	169325874098724729221741378787088386054545345866157945193957	67100805438091215048024445680149381109961630190255355641482	338029726047410417882166076214836340929325309460931077848856	-18234607574782931983523990931363663364702003468129816772045	1379423061018	71913961073	234442260455375049832243830593734053155615919103559225903456	915790079903808788407202463256773645139124683998278226186	7263066653466020671972601214503314315328879774666823836641	72	964829937211517231874669568125583539014924335908153495818	1	1	0
51	1225996432692711086686677621720247346894991297746881740800	1250516361346565308420411174154652293832891123701819375616	24519928653854221733733552434404946937899825954937634816	8	167803043482739622630333158505337094528581864921266920029666	64169233743727356613578147584784444793753472126418643441724	343037795049964740987536293807321773147871252221493132845454	-18795937010057726804434569563014260827561615543450207424400	1645870031493	54034498105	230149577801429263505930035044188557073433149289895200345251	899021788286833060570039199391361551068098239413653126349	7243690403220173735826935610423604577257399307378688073989	71	948061645594541504037506304260171444943897891323528395981	1	1	0
52	1250516361346565308420411174154652293832891123701819375616	1275036290000419530154144726589057240770790949656757010432	24519928653854221733733552434404946937899825954937634816	8	166180192560402106540528342415012699319811252951581256740040	61213897894403245621217781367785559512990952898328434361719	347656707334658251687362235246226784170733755139596857567838	-19361313392205030298708463010463691504422999896840589713582	1931894519740	37840356844	225695175491080298480075516667072329231261510281700356922152	881621779262032415937794986980751286059615274537892019228	7223638832551935690913417960050373200317730372910783288405	71	930661636569740859405262091849561179935414926447767288860	1	1	0
53	1275036290000419530154144726589057240770790949656757010432	1299556218654273751887878279023462187708690775611694645248	24519928653854221733733552434404946937899825954937634816	8	164475859589521223598271178558798152958449323747225477143688	58253927088836931705609397930643462204175101647057032638792	351888916422480902871172687212068464531447969883738294861415	-19930277786433857397538040663436938122146855458764856006191	2242024223262	25140286475	221116988719418671397910334359749048741728379084496533529015	863738237185229185148087243592769721647376480798814584098	7203087883195494206941730528826863153383799619161713545256	69	912778094492937628615554348461579615523176132708689853730	1	1	0
54	1299556218654273751887878279023462187708690775611694645248	1324076147308127973621611831457867134646590601566632280064	24519928653854221733733552434404946937899825954937634816	8	162708437111421324543160243604720469084376000775138559889450	55307592977171085619316891141186429903403878303376646207939	355739965232272357323590653945890150845644357464132244502875	-20502380021041112775454593675068272976369875937791973062785	2581570843874	16264341890	216452684942971474540044787066392405071550598629489611616780	845518300558482322422049949478095332310744525896443795379	7182210490112688775105088539082045686930344225240612780944	69	894558157866190765889517054346905226186544177806319065011	1	1	0
55	1324076147308127973621611831457867134646590601566632280064	1348596075961982195355345383892272081584490427521569914880	24519928653854221733733552434404946937899825954937634816	8	160895815252649100797549211668758144436766292905178740832878	52392007847202789361725984918493408978886464657118679843939	359218145676909013715282380754309999890565536325412049351361	-21077181718410102923423119526835278718986969878130331390932	2954983021616	9821898101	211738928353205729398641345322857688896706052314401401172913	827105188879709880463442755167412847252758016853130473332	7161173222603923864941356321884611308253796033765184058755	68	876145046187418323930909860036222741128557668763005742964	1	1	0
56	1348596075961982195355345383892272081584490427521569914880	1373116004615836417089078936326677028522390253476507549696	24519928653854221733733552434404946937899825954937634816	8	159055068092147351443922133445335335817614407772531616215021	49522876689180843195471102156324480382794883464051989538479	362334124526575560842776989489685105420695230176055579655998	-21654258862000877098486670815495314308015445503733322365315	3366846377214	5586075747	207010721364465209395439407164202343324578930798930440107825	808635630329942224200935184235165403611636448433322031672	7140133366953743679345570320837096035335156127729583178860	66	857675487637650667668402289103975297487436100343197301304	1	1	0
57	1373116004615836417089078936326677028522390253476507549696	1397635933269690638822812488761081975460290079431445184512	24519928653854221733733552434404946937899825954937634816	8	157202191342170601068459035443438617704045640677917012046090	46714308034533391824232189299693346798533553425476306837395	365100552386086618113051634706315354091284682705868198482381	-22233203885753889293024167907260808867273948259667335735664	3821541654982	2999798346	202300843045941513875557446178610606109335464474040351895704	790237668148209038576396274135197680114591658101720124593	7119236528625535875473934611456727146887862175541690919741	65	839277525455917482043863379004007573990391310011595394225	1	1	0
58	1397635933269690638822812488761081975460290079431445184512	1422155861923544860556546041195486922398189905386382819328	24519928653854221733733552434404946937899825954937634816	8	155351896103565273898371724358791201080219560771249393533218	43978685051957353072284679004645307257425867405480951158963	367531671235874917996215324149536291042181831579089834977609	-22813627290992445503671275543073516094349943561546769091122	4323231776424	1547457497	197639397641317312128855435320082754411505367341759455581225	772028897036395750503341544219073259419942841178747873365	7098614796665780776271332630227089707185409572996447721639	64	821068754344104193970808649087883153295742493088623142997	1	1	0
59	1422155861923544860556546041195486922398189905386382819328	1446675790577399082290279593629891869336089731341320454144	24519928653854221733733552434404946937899825954937634816	8	153517460099105744454955099482612431080221782159793150637027	41326595280867226648682286914289767837700258422316899867406	369642933871197534992957631133829818177945469471265978783639	-23395158811756566526255842054955573772664809063777601682731	4875867141234	766765395	193053479420135946206820613940387298246571601416099861632805	754115153984906039870393023204637883775670318031640084504	7078385479177750835204870786999777410099581115286031625698	64	803155011292614483337860128073447777651469969941515354136	1	1	0
60	1446675790577399082290279593629891869336089731341320454144	1471195719231253304024013146064296816273989557296258088960	24519928653854221733733552434404946937899825954937634816	8	151710634802468738169063390500131092987720728599762674872263	38766814780963759057663794893363324982521726631746029681243	371450646014750176322410703081870437839002293984777142260809	-23977448162001382936300177658073981195103902521382618736845	5483316409768	365369022	188566953644586290339801596973852988826848213822584838174677	736589662674165196639849988179113237604875835244472024120	7058650388942731426995517444520607936057900535117222781553	63	785629519981873640107317093047923131480675487154347293752	1	1	0
61	1471195719231253304024013146064296816273989557296258088960	1495715647885107525757746698498701763211889383251195723776	24519928653854221733733552434404946937899825954937634816	8	149941604433126628255706952439722247455581321093372753537901	36306340496212846890815309476378707594336732235707822664602	372971639137678280557848377353451214777363615135215997155446	-24560165407057143410345105201114932611202892154076444988830	6149467108517	167072503	184200347848045816462891395970445207879168628473198390760818	719532608781428970558169515509551593278002454973431213910	7039495634195129303114642824689818783102289616031550024028	62	768572466089137414025636620378361487153802106883306483542	1	1	0
62	1495715647885107525757746698498701763211889383251195723776	1520235576538961747491480250933106710149789209206133358592	24519928653854221733733552434404946937899825954937634816	8	148218990969639974403350628807004357123242905054154766102413	33950463315707839766267138271604188194062026528537513247952	374222979330811214405301903169761182310645809318380886525684	-25143001007279188362508443870274810076819259506546638211622	6878305364316	73931479	179970843193952794382686472493051744958844226572102563807313	703011106226378103057369033175983378745485260047275639873	7020991852066374452333678735733516927981059989005425561772	61	752050963534086546524836138044793272621284911957150909505	1	1	0
63	1520235576538961747491480250933106710149789209206133358592	1544755505192815969225213803367511657087689035161070993408	24519928653854221733733552434404946937899825954937634816	8	146549898164284216377450019808120021380327029323325445686939	31702873641362813233211099848182930966656392776188142079344	375221715098380879715624286381386770006555390703214494377162	-25725665584244520362591032658846863386000245573021413842376	7673973559049	31910603	175892352549961133405781977655559335226231104827171943466773	687079502148285677366335850217028653227465253231140404168	7003194811416034372002471066410111794295762435781744621355	62	736119359455994120833802955085838547103264905141015673800	1	1	0
64	1544755505192815969225213803367511657087689035161070993408	1569275433846670190958947355801916604025588861116008628224	24519928653854221733733552434404946937899825954937634816	8	144939986980317116134502497188466375373649011914757024755773	29565791171764621848525427400211162300140111187768898618459	375984664819738950733751302008629248240431477543800155946224	-26307889459656209665168347223485647464229318339069776140083	8540818418756	13394257	171975670070260348846825330233253742255909595345584588272157	671779961211954487682911446223647430687146856818689797939	6986146307171485735599338968520391386748608576090767905839	60	720819818519662931150378551092457324562946508728565067571	1	1	0
65	1569275433846670190958947355801916604025588861116008628224	1593795362500524412692680908236321550963488687070946263040	24519928653854221733733552434404946937899825954937634816	8	143393574836927955769806396252149987424299134422943344152733	27540110979035144206384502996604191476376899443678361756545	376528242904619730213074692650256380346859191840769868163909	-26889422014853052021699972777034885092600351165784638537582	9483433013663	5536592	168228676416695057219192135165628327582715296350330613599520	657143267252715067262469277990735654619981626368478959374	6969875268979286070012435278675104890488546595108806304094	60	706183124560423510729936382859545548495781278278354229006	1	1	0
66	1593795362500524412692680908236321550963488687070946263040	1618315291154378634426414460670726497901388513025883897856	24519928653854221733733552434404946937899825954937634816	8	141913751428911532928640273024913728202328439710118187854342	25625558672260039060757644974667483226114957941580101507762	376868322370774095509098171403665638368015350396395327883876	-27470030915057571156397605103613739366597435762235097028317	10506694722155	2309210	164656584080576419212355109825704968809602207116311625324380	643189781564751637548262147756660034412508621548092286424	6954399011776793676065660175253120032770410366907353921154	59	692229638872460081015729252625469928288308273457967556056	1	1	0
