LEAF_INDEX	LAYER	LEAF_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	WORKER_RC	ELAPSED_MS	STDOUT_SHA256	STDERR_SHA256	COARSE_RETURN1_TIME	COARSE_RETURN2_TIME	FINE_RETURN1_TIME	FINE_RETURN2_TIME	COARSE_ELL	FINE_ELL	COARSE_INITIAL_NORMAL	COARSE_FINAL_NORMAL	FINE_INITIAL_NORMAL	FINE_FINAL_NORMAL	Q0_AREA	COARSE_DETERMINANT	FINE_DETERMINANT	ABSOLUTE_DETERMINANT_DELTA	C0HORECT2_LOWER	C0HORECT2_UPPER	C0RECT2_LOWER	C0RECT2_UPPER	COARSE_INSIDE_BOTH_CAPD	FINE_INSIDE_BOTH_CAPD	CENTER_REPLAY_SELF_CONSISTENT	POINTWISE_LEAF_PASS
11	D4	U07-0000000096_S08-0000000170	7	96	8	170	4fa9cb21e3cc709acdca228fb8f5c16af4caf4c07fecd55b84b30f52aa1e7339	89b4189aa8a7360d1c88be7b69dd3193e557b951ee2b03884c90aebb301fb6f4	59e3e97c53fcb74a2f02c0b72413182a9009309edf484c74514b99038ca57c92	0	974	70308b056d9b6f3c63bce130e7525330c897bc5d71789b710bcbd741955b868c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073684412376848626435865696748805930837988853455	6.5849972757040384774285257662995718419551849365234	2.40736844621505587105136925174520001746714115142822265625	6.584997279783874661596154709286565775983035564422607421875	-18.446312463342869712322228472421006792551677608524	-18.446312416231906962908166012948953894232152048424245587270111515797967845264058	142.77946591217390946414797659160032987216078613281	54.304326790322399153199000035069690572228941236544	142.7794659121739094641479765916003298721607861328125000	54.304326158305221657396538860429193915744860846717415756823034887632091097618898	-0.00110672328822399115894163718122121252	-2.8362117594140371941427930622230276583161516042812E-11	-2.8362119260397645868038793122889259277412213921494803026138720168703576894196186E-11	1.666257273926610862500658982694250697878682803026138720168703576894196186E-18	-0x1.f32230470ec32p-36	-0x1.f2c516217efd7p-36	-0x1.f322440d370bp-36	-0x1.f2c5025e9f9cdp-36	true	true	true	true
12	D4	U07-0000000096_S08-0000000171	7	96	8	171	c5c2a84e13e009ffcd1107a88bd2f9fe281c7d134bfe615b8cb31b1891957d3c	87d72fe72683fe8d5f96285a10f70d1f9455abd46f625166bf46d76e6e455f3e	2839a6ded2bba65f84783c665703c0eff55742c9b84aa5289cb717247918d500	0	996	ea2883e0c3f70a996054e2961ebacc855d51bfbd81e2af5def5508d1036e69f6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073711891060204717818216124669561395421624183655	6.5849999806372263022602453474974026903510093688965	2.4073711940831302620591447549713848275132477283477783203125	6.5849999847168355186777244369977779570035636425018310546875	-18.446448197709138739515782298504030754559333475904	-18.446448150598000363242808487715323577998231598853185169671268544483913226041198	142.76721703825216624390010013169135336941472900391	54.304304578963766042712468481906957329275214728790	142.7672170382521662439001001316913533694147290039062500	54.304303946933268207946171059371844430426947018901157420494560030230855828854499	-0.00110672328822399115894163718122121252	-2.8355846918569379444109656346002691372130830625766E-11	-2.8355848584470325425601206885318424621110383790098317755440620165015513183078422E-11	1.665900945981491550539315733248979553164332317755440620165015513183078422E-18	-0x1.f305f0be766cap-36	-0x1.f2a8da7842ep-36	-0x1.f3060484504e1p-36	-0x1.f2a8c6b5b3087p-36	true	true	true	true
13	D4	U07-0000000096_S08-0000000172	7	96	8	172	d1b206c1d6f45a0d3a89d2229bc401f392b1d274c8fdda950be12d7fea8fba93	46ea5c75f6086176a24d86aed2402e0c028f4f98794dae4727cdce51d92f329c	a079e2fc6e3207f602c1478e7dabcb2aab3d0eddbcfc2ba85536a868c1a95cba	0	981	8a7786097fab5231b06b96a979904aa7dab74f7579d9b72e2cb8447f5569717a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073739351709786404853730346076190471649169921875	6.5850026840037244463266219440811255481094121932983	2.407373940147827358349008619597952929325401782989501953125	6.5850026880831068372412762101930638891644775867462158203125	-18.446583936217289649981646639193436075795514837107	-18.446583889105975848505016473681117067552853917469582457238167256785461183840884	142.75496468355184535955983020871530149808639648438	54.304281749633410183786973236686484186115692681500	142.7549646835518453595598302087153014980863964843750000	54.304281117589610220539534543615481346920715107836842424414318236590183094683287	-0.00110672328822399115894163718122121252	-2.8349576934674495463521769875636008493007482190199E-11	-2.8349578600219137334490488664799880403336364658157651027989037113953831787644585E-11	1.665544641870968718789163871910328882467958651027989037113953831787644585E-18	-0x1.f2e9b2026732cp-36	-0x1.f28c9f9aca17bp-36	-0x1.f2e9c5c79fc1fp-36	-0x1.f28c8bd8db48cp-36	true	true	true	true
14	D4	U07-0000000096_S08-0000000173	7	96	8	173	a1606b44e5b68c5d43f0e59032b18dabcdd9d2085b5279794df41507f7879a0d	50bfeade223bbcb2af216a3e121026bc6be4a32620cd6aa246be85d778a11326	367774f7daaa0497308cfeb7be55d06681a0652b6d99ea63745ca9e7af79c702	0	975	9cbd917aca195f247e8dcfb37338ccb4da6a764fe877ca239bb4584326eea1a8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073766794323130033261826099533209344372153282166	6.5850053858033125719906308859208365902304649353027	2.4073766844089008014317965233885843190364539623260498046875	6.5850053898824682796497853587425197474658489227294921875	-18.446719678868916338267338618189747681869602786528	-18.446719631757427312944182608402589008779327891347152552100531730740471642460581	142.74270884807294681112716682267217425817578857422	54.304258302259624398560674061978750212106666443550	142.7427088480729468111271668226721742581757885742187500	54.304257670202540527691100004953729132932730208094021943633300444970979640604233	-0.00110672328822399115894163718122121252	-2.8343307642388938132969045757416002666771963451642E-11	-2.8343309307577299736280271060171203994603687205640188333994683468496461438181816E-11	1.665188361603311225302755201327831723753998188333994683468496461438181816E-18	-0x1.f2cd7411f9e13p-36	-0x1.f2706589eff9bp-36	-0x1.f2cd87d71ad3bp-36	-0x1.f27051c818e53p-36	true	true	true	true
15	D4	U07-0000000096_S08-0000000174	7	96	8	174	a29cde5185c400fabece8a032d49071f3096f2f9919e9db3d437da884952bf5b	aab82cbee424eb8f9b03b0715126f7054861544965ea76a220c29caef4ba48bc	59f84cc1043179c9cdb3b06cc3b83df7e12129007a02baf946ae2998aa1094ba	0	986	129585c10615facb81f210a319fe8e4add4fb80e8529d3d30cf0f2cdd638af0d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073794218897772087539799201749701751396059989929	6.5850080860357704387597621575878292787820100784302	2.407379426866104239757238048014187370426952838897705078125	6.585008090114699612349635771124667371623218059539794921875	-18.446855425665613334106562057917415911509237059369	-18.446855378553949337953697415926670088121080855868224474827964839418562919507772	142.73044953181547059860210997356197164968290527344	54.304234236770679566992046944917559017990091444138	142.7304495318154705986021099735619716496829052734375000	54.304233604700330786654202969382575778135442383837840986471592731848894884001088	-0.00110672328822399115894163718122121252	-2.8337039041645919870078977453794602783856787903537E-11	-2.8337040706478023184337145656592007447580343233680434354332519339611698709127852E-11	1.664832103314258168202797404663723555330143434354332519339611698709127852E-18	-0x1.f2b136ee35dc1p-36	-0x1.f2542c44a2b9bp-36	-0x1.f2b14ab2c7d57p-36	-0x1.f25418835bf37p-36	true	true	true	true
16	D4	U07-0000000096_S08-0000000175	7	96	8	175	d3749ea15205898b8d54177424cd59f6fdf1ef001122376332787cb61243df1a	6ef55d8b687a693cf7af6da214f3d85d3cba90d4e34ba3028acf92ff2bbf61bc	35bf302341619d8a57870d33e9501e57871d81628c4cd8f64228d94d1c75d5f3	0	985	8be8236f631d6800eaf9e4cfb4c0cff15913691871282545bee5c35a6aa118ef	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073821625431249399129640664796170312911272048950	6.5850107847008779241027021100762794958427548408508	2.4073821675191913425917444868673555902205407619476318359375	6.58501078877958069546227903856561169959604740142822265625	-18.446991176608975958267428690151118499765908256072	-18.446991129497137114108550235626219602909015868852478416372289906776890478959746	142.71818673477941672198465966138469367260774658203	54.304209553094826917863492503836374882214722997841	142.7181867347794167219846596613846936726077465820312500	54.304208921011230319301035019290577089960701252152429790093161303346602254675884	-0.00110672328822399115894163718122121252	-2.8330771132378641776189908433762905341106833969609E-11	-2.8330772796854513469782194036510111820848471143320526130418479168218670342235087E-11	1.664475871693592285602747206479741637173711526130418479168218670342235087E-18	-0x1.f294fa962b586p-36	-0x1.f237f3cbcc098p-36	-0x1.f2950e5a96f0cp-36	-0x1.f237e00aa9787p-36	true	true	true	true
17	D4	U07-0000000097_S08-0000000160	7	97	8	160	b323c0d9d9335b8fbddc68cfbf6d849d3e089a052cf3e88ef8551492f5034c3f	5620fdfb6dc9cef3c93acd5b8d0644d26a9e8b37e5101e2f61ac1cc8b040bbac	08a0d3da6cce289e1e702c9e9b816cbb786c301fbf51ee5cb6108a353ba65748	0	975	84f4cd30dbbc014ee7207ce546e32d937c8cc42ace7595ff09cfe2cdf4ed030d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073526104349418572314611708407028345391154289246	6.5849806228129885501965112837297056103125214576721	2.4073526154145915047222192839626586646772921085357666015625	6.5849806268947313203643290080435690470039844512939453125	-18.444910756352405535644042317844208703236692488762	-18.444910709245194521458417941939257550368664820407898395148664873524041270607258	142.90060493212057089058306883174505474760426982422	54.308013214443127781784898449647361463463448275679	142.9006049321205708905830688317450547476042698242187500	54.308012582595816118132969092141901967644261376464779003920147834915210792769220	-0.00110672328822399115894163718122121252	-2.8424068445194276585426758877968078910165489904562E-11	-2.8424070114873125081126614259768514917352008565299272946653418214049959651484049E-11	1.669678848495699855381800436007186518660737272946653418214049959651484049E-18	-0x1.f439440a99d3ep-36	-0x1.f3dc03509af7bp-36	-0x1.f43957d5bc963p-36	-0x1.f3dbef88c0a94p-36	true	true	true	true
18	D4	U07-0000000097_S08-0000000161	7	97	8	161	f2d5985264287d33181c227cc2e7d2872f8dd7f4450bc605d8e09b41a39b1269	aafb712390f9a65eb5d6cb58f01b4780eeef2b232f7ddfc7b675dfd9531a7ce3	b36e4a337daaeb90a99df7fe9c2a773dea57baf8f6070e87e34c9a2903d436ac	0	1013	05d6ff363a63c0443347dc10233bee6072d1dcc3ae77acc2c844174d44d86a2b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073553767912291082020637134064600104466080665588	6.5849833438184331782516700570795364910736680030823	2.40735538177061604570017294690842390991747379302978515625	6.584983347899947554726640674971349653787910938262939453125	-18.445046448376492317799448109891606939291985971598	-18.445046401269103772843866460703034604794816041193920271523971609462016183199889	142.88839093461878128165976267530969442258609843750	54.307997311715016202790734648264899670227555781969	142.8883909346187812816597626753096944225860984375000000	54.307996679854206553347426713321556373807438941354093143194401623921691446791773	-0.00110672328822399115894163718122121252	-2.8417790977165609065245797680255555923960064437536E-11	-2.8417792646487913203458416477862390422715699926742971906818424466312754046072965E-11	1.669322304138212618797606834498755635489206971906818424466312754046072965E-18	-0x1.f41cfcac6e612p-36	-0x1.f3bfbfd362e3ep-36	-0x1.f41d10771ede1p-36	-0x1.f3bfac0bfb099p-36	true	true	true	true
19	D4	U07-0000000097_S08-0000000162	7	97	8	162	a26419aef1393bfc1be5e51b82f88de1a1e535a8fbeaf7e7187c9efa38ddc368	a744d5b9580700a0ff996a2b9aeffa80b84ff3d0cd83a952952786dbeb18b64a	d1aa8b5fa3b077be357c4de368a7e073afdd252fd5f2c2bc46035085d3bc5c42	0	978	c95cbf484c1fcacb21de2b6959f834c4c34ba0ca388cb069725f3c0ec6dd4ba4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073581413465361469872227928590291412547230720520	6.5849860632591778741851129552742349915206432342529	2.4073581463256605202094551287927970406599342823028564453125	6.584986067340463995745114544888565433211624622344970703125	-18.445182144525160270295549645140159834471483108396	-18.445182097417594373134197100085514853780635865116485341984649089996202995686226	142.87617345633841400864406305580725872898565166016	54.307980791757145265049376247537111566499592555430	142.8761734563384140086440630558072587289856516601562500	54.307980159882855349996724615542552416238269453229244520399485886193489196234696	-0.00110672328822399115894163718122121252	-2.8411514201480680159977836427189407927640263719574E-11	-2.8411515870446464636168873381640700498416733930908216322655547895958785342343770E-11	1.668965784476191036954451292570776470211334216322655547895958785342343770E-18	-0x1.f400b61ad54f2p-36	-0x1.f3a37d224869ep-36	-0x1.f400c9e4e9433p-36	-0x1.f3a3695b7ccfp-36	true	true	true	true
20	D4	U07-0000000097_S08-0000000163	7	97	8	163	181c6d8646a3e24ce83f6bac52abb6f23db1b7cdb6acae9df4bd490782c272ea	87ae80d6c8c2aeaac31ec6d0c3ab99054e784c85e506cbe7ba2c6cf31101f2e1	2d96476a316ee730e5a8b03f920e6a890b0ad30ae3d27e817ae519ef76c6b443	0	985	b4db9faabfdeb1babec241902691553d34fa2309f35cfdeb22b03546e05259a3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073609041006164208087447775596956489607691764832	6.5849887811350012317701541064707271289080381393433	2.4073609090794783720024252460234492900781333446502685546875	6.5849887852160592337236177939985282137058675289154052734375	-18.445317844799996330687308678999782219455724946592	-18.445317797692253233607807739459454030719493095259611881004983518476696980223530	142.86395249727946907153596997323774766680292949219	54.307963654498026678558493559053062096483198512177	142.8639524972794690715359699732377476668029294921875000	54.307963022610273844849644982982496480632477104638753866702332180579810845171420	-0.00110672328822399115894163718122121252	-2.8405238118072775568303217179249786907494252746010E-11	-2.8405239786682066024203970196052278132286594444704758150368481386436060903315068E-11	1.668609290455900753016802491224792341698694758150368481386436060903315068E-18	-0x1.f3e470553d1fdp-36	-0x1.f3873b3dd35e9p-36	-0x1.f3e4841f14bf9p-36	-0x1.f387277743e1fp-36	true	true	true	true
21	D4	U07-0000000097_S08-0000000164	7	97	8	164	a1bc1903f68f83dd62901bafb2fb584ce8a01dce7ad569842f41e7d38a4c70ad	319804111cef67ac5053126f73523340442ec17f0cfa85a5a93233f27563675b	e1e8a9568fdc9e5f646250934efca565371877ff1c255b859695f87e31ace975	0	979	50242cf5a3a17aec445c8537ef16613cd572872b1b228ba54865e169766408d5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073636650532233768884360358697449555620551109314	6.5849914974456819419246222935271362075582146644592	2.4073636700318230587092305228225086466409265995025634765625	6.5849915015265119734577670129738180548883974552154541015625	-18.445453549202588072019467230218604135840251695147	-18.445453502094668030927953828914883766785562857942265204845733089569202953829725	142.85172805744194647033548342760116123603793193359	54.307945899866150313426362881524230648111731011601	142.8517280574419464703354834276011612360379319335937500	54.307945267964953452635758807046121825143828538239419753852669466587264392536720	-0.00110672328822399115894163718122121252	-2.8398962726875175097573548478437001448934085437200E-11	-2.8398964395127993428569463478760526795160907832145722566036732299715708971540762E-11	1.668252818330995915000323525346226822394945722566036732299715708971540762E-18	-0x1.f3c82b5c65614p-36	-0x1.f36afa2536ecp-36	-0x1.f3c83f25a263dp-36	-0x1.f36ae65f446f8p-36	true	true	true	true
22	D4	U07-0000000097_S08-0000000165	7	97	8	165	eb03747cbd328f1dd66c93a4a337bb9fd46d2847345e5d95c848041158c2fcd1	393cb9d587702aaa2786fc8826476cf1b1c6929d2c20d62932fe7d28bedb01db	91b863346966e0b9efac492b15eac9b7eb5f08ddba64a7fa8cf59690bcbf6ebb	0	1008	df1271bafa78c6296b010d17adc53e531996fdec485866e137934212f02feff3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073664242041104971425724556866043712943792343140	6.5849942121909988135275426657244679518043994903564	2.4073664291824480553072529431801740429364144802093505859375	6.584994216271601009948799543280983925797045230865478515625	-18.445589257734523858676006199906146503638829118102	-18.445589210626427025264716800176869542647106976156007815536256173734866416070773	142.83950013682584620504260341889749943669065898438	54.307927527789986491605935202662845128886087927738	142.8395001368258462050426034188974994366906589843750000	54.307926895875362971373951534920997239438424910391578898397129178167270925529502	-0.00110672328822399115894163718122121252	-2.8392688027821147050736904999354654385772857246386E-11	-2.8392689695717518914368554867997494211867265197464672570088545719668349671793875E-11	1.667896371863631649868642839826094407951078672570088545719668349671793875E-18	-0x1.f3abe72f2ccfbp-36	-0x1.f34eb9d991acdp-36	-0x1.f3abfaf7cf38ep-36	-0x1.f34ea61437a1bp-36	true	true	true	true
23	D4	U07-0000000097_S08-0000000166	7	97	8	166	fedf862c3377e8c2f951f5d7b25d297d4fe74e34efb76021bb97b589d52f5869	2eb765da0acf57c13eee1591bd551ca1fba80c5a432faa806baba8b4b891dc8a	69701985d4bd7c2101145773a109044507c88549e18dfc52793cee16af88ee4b	0	977	111c65517bdd50b7c638ec08eac25b5a311653eb4466ebefde968371153b23c1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073691815530312704263238288149295840412378311157	6.5849969253707307387246672192304686177521944046021	2.407369186531106854121109250854715355671942234039306640625	6.58499692945110524922025518890222883783280849456787109375	-18.445724970397392586564929616442585429202944005385	-18.445724923289119216144391041066820941433744269162396347138697656698394985562896	142.82726873543116827565732994712676226876111064453	54.307908538197982141513517242147163243217014361614	142.8272687354311682756573299471267622687611106445312500	54.307907906269950874101937050387219668889659429984683694338101223258683964302375	-0.00110672328822399115894163718122121252	-2.8386414020843957627772340914462537525861093813487E-11	-2.8386415688383904936887579880307315089105861732600705791643401912418601874141253E-11	1.667539947309115238965844777563244767919113705791643401912418601874141253E-18	-0x1.f38fa3ceed395p-36	-0x1.f3327a5977647p-36	-0x1.f38fb796ffc66p-36	-0x1.f3326694af2b7p-36	true	true	true	true
24	D4	U07-0000000097_S08-0000000167	7	97	8	167	8eb80b77250ee49482c26f6275147cf6bc269880f2620487ebc532a72d74e7ec	89ce1f8dced3dc0f889a35472cd7006ce165a7bfb4c87e5eed9e55732316eae2	2450ae989bee631004a52b1c4a87f450fb60d6dcaa49ff6a8c568577961ee4d7	0	976	0d1a58b9ddea736830cd8c7a2d4099391fc1a33d5f699bc0c6f668991ffe1aec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073719370997392064115416587810614146292209625244	6.5849996369846567276229443166357668815180659294128	2.40737194207755296482265094937247340567409992218017578125	6.5849996410648036875012945046137247118167579174041748046875	-18.445860687192783942883723557411126135860437675604	-18.445860640084334186550348140505755233383398093285253004771206994966913683757434	142.81503385325791268217966301228894973224928691406	54.307888931018564624024420438797301144356136651245	142.8150338532579126821796630122889497322492869140625000	54.307888299077142997769775257307429242336657967625510171936298148674820663863795	-0.00110672328822399115894163718122121252	-2.8380140705876861560005802735692371679740453794127E-11	-2.8380142373060409987939603264992473476038182753351576354628265644124425027057036E-11	1.667183548427933800529300101796297728959224576354628265644124425027057036E-18	-0x1.f373613ad0eb8p-36	-0x1.f3163ba5ba35cp-36	-0x1.f3737502835c6p-36	-0x1.f31627e151212p-36	true	true	true	true
25	D4	U07-0000000097_S08-0000000168	7	97	8	168	6f22781d6e447d735b856e550b8fa9b67839d1b5543e14b1df6ea6a3e8b97bec	9475a859115be307e60480905dfaeaf11fa930cb75b11e0a1d7af8c22cee5c16	81f1f9be8f5906000075262fd487fca49082e6a74aa0e8e65e5175dc486f51e4	0	978	aae129a7b2b0bed8e53bfd5432c27d2ae556ad0c273559358d3c41c917e1120d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073746908439878355867591608330258168280124664307	6.5850023470325558805349430713249603286385536193848	2.40737469582153991443096430202785995788872241973876953125	6.5850023511124754320433805077072975109331309795379638671875	-18.445996408122288198262072199411187748201837082942	-18.445996361013662258772271498897835097983233230437058580623496971748831032701422	142.80279549030607942460960261438406182715518779297	54.307868706180138654223818719490027541945491313214	142.8027954903060794246096026143840618271551877929687500	54.307868074225344834950237183384322888674779286909428187800415347388814143871670	-0.00110672328822399115894163718122121252	-2.8373868082853109632325502931550005332796371798071E-11	-2.8373869749680282984423533725957483743659423137088808921227309493187678067310867E-11	1.666827173352098030794407478410863051339017808921227309493187678067310867E-18	-0x1.f3571f731eeaep-36	-0x1.f2f9fdbe04571p-36	-0x1.f357333a519b9p-36	-0x1.f2f9e9fa1bf62p-36	true	true	true	true
26	D4	U07-0000000097_S08-0000000169	7	97	8	169	15e3f87886deac88c987853bf3af9247d72d68a72724bea7462f41b8f2cc2f28	74e083556842b7a54475168f38174a881aaaa389fde3aa736e352ed30890d321	bb2e15693092b59116665da1724bb0a95bd069d2bbfb2b331d9eaea25510a869	0	984	3d5ffc04bb548e669acc5d896729ec0653f1b5a622f7434cc6fd4b0cea793e19	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073774427855307023182973580333054997026920318604	6.5850050555142073949177472513838438317179679870605	2.407377447762821247312370331883357721380889415740966796875	6.5850050595938996837730439182223562966100871562957763671875	-18.446132133187496258694873800964640037132579794613	-18.446132086078694364485913101763539757468724202149418096356268184874886153629688	142.79055364657566850294714875341209855347881328125	54.307847863611087058842309242953480853963669172441	142.7905536465756685029471487534120985534788132812500000	54.307847231642939606292818090611674918105007613194974242193363295066657641614784	-0.00110672328822399115894163718122121252	-2.8367596151705946822249156193793360997842909873975E-11	-2.8367597818176767974842017316995319108770376129296705147193303403103185809526621E-11	1.666470821152592861123201958110927466255321705147193303403103185809526621E-18	-0x1.f33ade7775629p-36	-0x1.f2ddc0a2b250ap-36	-0x1.f33af23e60174p-36	-0x1.f2ddacdf102c4p-36	true	true	true	true
27	D4	U07-0000000097_S08-0000000170	7	97	8	170	7023cc6e17032400bb7362deb80576dfa3ceb497e6ec162e0c65b2d1daf11a32	764927cfd90cdd936eb1c2aa78d9f8bda481549b23f7b62e4d4c3f4f796fc3d2	5a7e3228de2b8e9779c65846e9b82b1253b662c7e546ac85a0530f3b29d15390	0	986	150111f708f40d7b3552c7af183c820f4cc7ed300acb64a5f1af7a054fe27285	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073801929241213579113711773516115499660372734070	6.5850077624293905861896369913210946833714842796326	2.407380197901150521710977869815906160511076450347900390625	6.5850077665088557511696709667603499838151037693023681640625	-18.446267862389999821391317382341716011267808917601	-18.446267815281022148644103354448903180209807562234279286120070826521712619788843	142.77830832206667991719230142937305991122016337891	54.307826403239773067940728421050933368320442354427	142.7783083220666799171923014293730599112201633789062500	54.307825771258289785080145124447458849625149503220808800138091478797723219745154	-0.00110672328822399115894163718122121252	-2.8361324912368606693031591065007101246204548779900E-11	-2.8361326578483100405591828520493949456349461824597271735404526343993960127458671E-11	1.666114493712560237455486848210144913044697271735404526343993960127458671E-18	-0x1.f31e9e4898d08p-36	-0x1.f2c18452f0ad9p-36	-0x1.f31eb20ece60bp-36	-0x1.f2c1709003dc6p-36	true	true	true	true
28	D4	U07-0000000097_S08-0000000171	7	97	8	171	229b32321823d6f1745096e10e6e1208f13e90cf9082bada02d39f8b4b84c4f9	d63cf3ffdee9e963c2c8e231162be9b81c9b65692719866aeffa2db6a374f7af	48d5c3dc1c4a3e6eeb842a596c20c7712e5ea8b3e57cc35aa7ff89068c309004	0	991	58f0a962b5206b7617b5cb514b7ec6e8ac8ad435c500ee88ce1bc73f44975027	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073829412595133953045589692010253202170133590698	6.5850104677778848599745131764393590856343507766724	2.4073829462362813236264713623313582502305507659912109375	6.585010471857123036387715586670310585759580135345458984375	-18.446403595731391166917387100066897900050709232683	-18.446403548622237865535400991872089350215796716018482615679670692586305801869158	142.76605951677911366734506064226694590037923808594	54.307804324994537236656040262541201709906016402169	142.7660595167791136673450606422669459003792380859375000	54.307803692999735553243450672214759026283080516127839623610619970452419378104524	-0.00110672328822399115894163718122121252	-2.8355054364774318910873295966798523539157171227503E-11	-2.8355056030532510887448820523822320322334017528448086645265267088141286749517520E-11	1.665758191976575524557023796783176846300945086645265267088141286749517520E-18	-0x1.f3025ee576b4dp-36	-0x1.f2a548cfc9ec8p-36	-0x1.f30272aba529cp-36	-0x1.f2a5350ce4197p-36	true	true	true	true
29	D4	U07-0000000097_S08-0000000172	7	97	8	172	1548d0dcfb3225284dfee84d4a4fce5d6dc9e2114dface3d9dc7331cf9c644bf	a604f7a08f3681225cb08d4d646f0d42b00eac12e14bb52e8b111ad25b2d3cb3	fd49e7d5c6bf06cc142abb597683cde0e8a90799ccffa1f03eec5d1911063c3e	0	987	f2f6e58ca2ef28225800d7b437b34c8e04ead4edf98f026a9cf871ce53e94305	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073856877914604074364390839946281630545854568481	6.5850131715594697121018974428352521499618887901306	2.4073856927679672425279822078891811543144285678863525390625	6.585013175638481049134487221863309969194233417510986328125	-18.446539333213263159170586377742836383040423632378	-18.446539286103934482674951545703184906346131398736287128027599430528817090999559	142.75380723071296975340542639209375652095603740234	54.307781628803697435486254536460384501444782729504	142.7538072307129697534054263920937565209560374023437500	54.307780996795596325901455559799602542186713298356844173158187649402173347150415	-0.00110672328822399115894163718122121252	-2.8348784508856309258597915087682566111287457814080E-11	-2.8348786174258221463500985987385226397310508231629858152377821235379224081418437E-11	1.665401912204903070899702660286023050417549858152377821235379224081418437E-18	-0x1.f2e6204efbaf6p-36	-0x1.f2890e1846f36p-36	-0x1.f2e6340d16aaap-36	-0x1.f288fa5db522fp-36	true	true	true	true
30	D4	U07-0000000097_S08-0000000173	7	97	8	173	07e2a5f7da1c1fee08629268590615a439c052202453bca65b719ccdbcbaf8db	e59c576112dabcb5fdd781084589aec3429cf434e7fc58ce4c02b859ec1a2acb	f2fcaf341d2cb1984467a4fb54cbd6d44769377b6f8bc7a666332d476c5744d0	0	976	fa6c3fb352599d319ebafda8568f274ed8a42959676ddba6c8729fa2820c6fa6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073884325197160011233776799599581863731145858765	6.5850158737739247563625077930282714078202843666077	2.407388437495961895640217420577755547128617763519287109375	6.5850158778527093962618099709516172879375517368316650390625	-18.446675074837209453186856005015324220527063392648	-18.446675027727705602842026501950923259325483134561168552380025417490759051447458	142.74155146386824817537339867885349177295056132812	54.307758314595551909078413009232625207320099029385	142.7415514638682481753733986788534917729505613281250000	54.307757682574169590931993254691109869518600055401822666238621752950278806403032	-0.00110672328822399115894163718122121252	-2.8342515344547792157417716893077195927485683754439E-11	-2.8342517009593448437468171253477566692260352420201512226944527536976870013376323E-11	1.665045656280050454360400370764774668665762512226944527536976870013376323E-18	-0x1.f2c9e27d755dep-36	-0x1.f26cd43450fecp-36	-0x1.f2c9f64254be3p-36	-0x1.f26cc072bb3fap-36	true	true	true	true
