ATTEMPT_INDEX	SOURCE_CELL_INDEX	SOURCE_U_OFFSET	SOURCE_S_OFFSET	SUB_U_OFFSET	SUB_S_OFFSET	ORIGINAL_PARENT_DEPTH_DELTA	NODE_ID	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	C1_ORIENTATION_UNRESOLVED	C2_HULL_ORIENTATION_UNRESOLVED	EVENT1_CHARTS_CERTIFIED	EVENT2_CHARTS_CERTIFIED	HOMOGENEOUS_COMPUTATION_VALID	CERTIFICATE_PASS	PROBE_PASS
116	194	12	1	0	1	5	U08-0000000216_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16679	75fd241d5347592e4d381444ae42ceae4f74d1d4656c4389311a4835e0722233	bfd5c5ed9438b4f6aa4f113d594d7afcb1f365636b72c8f2d53794b07dcf82dd	d51bf2e5cfb0440f1c29ccf2a01e747f79bf57cc75b78b85e57397ec87cc4b0b	04505913586865ae14c221f74e3a27142ca9c0efe8ee09b7dd91afb86119cf98	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
117	194	12	1	1	0	5	U08-0000000217_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17409	c905cc8e5d17d64e0ce2f85b0bcd44cb573cf5279d3dcbd3294e75946829c05f	f47675a3156f4d2f52e1a4e65a62d10bb5dc3b4b38c76f320cecb9815c8de96a	5cad42aa3bf503206a7475f5413a079bb2bf49f518f1732cf6756f99851278eb	7304714c363626e5f2a17ea3c6f4c3a6715bca530706bb0aeea16a1ff3f319b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
118	194	12	1	1	0	5	U08-0000000217_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16671	c905cc8e5d17d64e0ce2f85b0bcd44cb573cf5279d3dcbd3294e75946829c05f	f47675a3156f4d2f52e1a4e65a62d10bb5dc3b4b38c76f320cecb9815c8de96a	08d54db9b97243a598f179cdddbc1db922ae466b4be5f8316c6e0cb967296c69	39c6334cab3e627df1089a25e567e82e451eeab7b90a1f25f92dd94ded8620fb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
119	194	12	1	1	1	5	U08-0000000217_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17438	fc9b2647db7325314e13d99d2ff4e09ac33cbb8388c43c8b5f8fddf1ee35ac3c	f302219571454fa228f2666e0bfdd30000427602e2bdaab2800e86df664a00cf	244da76e260d2135a4a2a9e9e189611335fd1926bb61f410f2938586c59c0bfa	730692f39833f2c8d231206dae6faae5a24656b9e0dbb2b2456f6a0d72c8b618	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
120	194	12	1	1	1	5	U08-0000000217_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16726	fc9b2647db7325314e13d99d2ff4e09ac33cbb8388c43c8b5f8fddf1ee35ac3c	f302219571454fa228f2666e0bfdd30000427602e2bdaab2800e86df664a00cf	87c14aa29f354b2d22ef97d8c6e425d60c29edab8a75cafe95fa83c74e5d96c4	624a7443ffd03ad3b341120cbb2ed539548c276d28133de77ef0831fb7e5cbb9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
121	195	12	2	0	0	5	U08-0000000216_S09-0000000324	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17369	f32c41a82654e027edbc9d079d8b872790dbe817dcdca9a728934fbbcdb57f50	8a3626d97c19c735c2bcfef13bd97488a94f8334ac985f082f1aef2dacacc412	3b0675b3fffaf96c81157f1944ee660b31a5e26acf67dc3e2d885c5e36f8a374	3b5a0db6ce7b8011a730fc62b0e9f1e80eb6caf696ab99b8b2abddee3e9335e3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
122	195	12	2	0	0	5	U08-0000000216_S09-0000000324	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16701	f32c41a82654e027edbc9d079d8b872790dbe817dcdca9a728934fbbcdb57f50	8a3626d97c19c735c2bcfef13bd97488a94f8334ac985f082f1aef2dacacc412	01d6975c83eeda60ad955bce072f81236001c030c1f08a04c81ab38a8b4e5215	c50748883979ac59008ca031fbf0a28d844aea314a0217df9a9588314a015081	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
123	195	12	2	0	1	5	U08-0000000216_S09-0000000325	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17442	cafcad7923c46050607dd12f0e639e2f171f1d4f7fb4041bb84da8f316d92698	31f432e8e16b91be11a7de03b8ccaa8f3e59131a30e41b9d98a4426262eb5e47	cad74dd1afba504a2ded2104fb4661cb55cfcc0bcf3af49d08ab82be0e6c9a4b	79927ff67d52a5fb913b0fc23a1b6b69432be6c41f6614d704ed7d6f86b32ef3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
124	195	12	2	0	1	5	U08-0000000216_S09-0000000325	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16792	cafcad7923c46050607dd12f0e639e2f171f1d4f7fb4041bb84da8f316d92698	31f432e8e16b91be11a7de03b8ccaa8f3e59131a30e41b9d98a4426262eb5e47	523cdd280410f9cb1d6a7217e0581980281e09e1450d030fd8c14798d039098b	a3c53c3db8fac611dc83444db1b8a9a4a3913bf33c0fc0873f498465c2c57bc4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
125	195	12	2	1	0	5	U08-0000000217_S09-0000000324	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17421	68290a11374eea2575d0b1bfeaad872209066dee97753f1596555f26075898bc	2a620d7b883eefb47bec19cbf69df3bc6fd85094bb2c443befbf484a0b11f101	43fb3171b5dac2cd2f09a33e2b425a8ed3231137541f7f004d4ea31cf8cdc5df	a6b3fd9156dfe7786d7972a4042f0eb64498ffeefa9cdc257675cab9ccdaadea	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
126	195	12	2	1	0	5	U08-0000000217_S09-0000000324	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16696	68290a11374eea2575d0b1bfeaad872209066dee97753f1596555f26075898bc	2a620d7b883eefb47bec19cbf69df3bc6fd85094bb2c443befbf484a0b11f101	e038843f92b4a9308a87daeae6f85f25e5645b271e655ffe70485dce2b05b3c2	e6fc54a4c9bd3e5e57bea4d93a026536b66392b676de836791e1203ad2aa9e5f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
127	195	12	2	1	1	5	U08-0000000217_S09-0000000325	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17360	20c8f8013e2c2155f91db9791ba48178d13aac65243d7d16083f7278536fcb4b	518935ba0b7d643e64e5f712816d9cd88e0c45e291575468eb163e7f98cf2b0a	d63c9f71786d268f8391d246807f087522c15d038f17a6f583f304fa7da10658	4d6783ff2b6e7ac1efe89730cab4c9a102bb0d990b7d955d9a4aeae02d4a2757	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
128	195	12	2	1	1	5	U08-0000000217_S09-0000000325	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16727	20c8f8013e2c2155f91db9791ba48178d13aac65243d7d16083f7278536fcb4b	518935ba0b7d643e64e5f712816d9cd88e0c45e291575468eb163e7f98cf2b0a	fc8994199ec8b46dfb09fce059d0408856cca9b8bf74a22781c935a218557c7c	b82389922a4a0e740f172b29a7940dee0788557a6a8f94b9d059f25683ec373c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
129	209	13	0	0	0	5	U08-0000000218_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17371	237f3bfd0fe94d0451710e0b311acbd27586aa2374f54c0fbfd1f167635986fb	075ad69366acabe262b3aa3255550eacd32c7e4901da9a46aa6342ec2654c682	ac62c2a75c40ec86aeafff48b332296ef550b553f0f7d7d87a590616789ec2a7	970dd7202b3735b3ee724475a5936a674a7eb833da9b82f89929e72da1a98ca4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
130	209	13	0	0	0	5	U08-0000000218_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16758	237f3bfd0fe94d0451710e0b311acbd27586aa2374f54c0fbfd1f167635986fb	075ad69366acabe262b3aa3255550eacd32c7e4901da9a46aa6342ec2654c682	f6bf362c05815516bcbd44213ff6d48471516e0fd0e0cafd2de9a445dab95f46	f2edabb6c35308f234ea9f79c52101cd54b95c8e282b075593546f1bb58dfb9a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
131	209	13	0	0	1	5	U08-0000000218_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17508	12435acdc99d8e7756de664c0d6200655c8e25ce94bbaae3147d71efacf817e3	ae733209cce33367791d44d6c5a845fb6f1abeacd6581847de277a2a5a3c35f7	13f085bb941b4d5d4e404a3f9be4c7eb57d48dc811ba923be6e8fa92dab3f290	29c1b335b422b6622271ca0b8134a5837c0ee51f30b4e7fb01ad7cedc59df695	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
132	209	13	0	0	1	5	U08-0000000218_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16676	12435acdc99d8e7756de664c0d6200655c8e25ce94bbaae3147d71efacf817e3	ae733209cce33367791d44d6c5a845fb6f1abeacd6581847de277a2a5a3c35f7	95198a20d5106d47dd51850f8e977b9c32c550b7289170263f53431c808eb508	67f586f23266dde4341a9671af62144de4afcd7fb8f0e74be176250e7c654be5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
133	209	13	0	1	0	5	U08-0000000219_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17391	666b41916b2353615bd549bd53a3f8834df0134b3d40d68a42d2eb58aef859b7	53b1a67a2200bf8b8432ac37f6b05d8ef17abf6437c56005f4513e9849a3fc53	79038e795efce532b672cd44a4464fb13f384be0d42f61a1b2f1f889ead31a44	81aad96b5fd3312fc654a7868890978fa4db1bab28b9fe4390d12ef086cb9928	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
134	209	13	0	1	0	5	U08-0000000219_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16664	666b41916b2353615bd549bd53a3f8834df0134b3d40d68a42d2eb58aef859b7	53b1a67a2200bf8b8432ac37f6b05d8ef17abf6437c56005f4513e9849a3fc53	9b1acc2f3521e0814160a8995bf81a77d1d3f322cec48b36f1acb6005fcd0e46	5611ffbad48f06284bcacbf519fb178db8d1813df568e5beb963fe9768086f86	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
135	209	13	0	1	1	5	U08-0000000219_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17428	d38c34f744cd15a4c045c875d2ba6c894e602fca3dfe7cbd55912be30188fa9e	1dffea66f749d76060a6cc60ae9c06e4eafbf7310a7c2bfac54891680716c99b	d51d2e33adbf67d927bbf9ce50556f06bc9b38aa79eeb99fe467a860dc04f084	de3a4aa76ea0f562d2299ac4317d4d181f2866d822da95d0e1c72685d9761963	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
136	209	13	0	1	1	5	U08-0000000219_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16724	d38c34f744cd15a4c045c875d2ba6c894e602fca3dfe7cbd55912be30188fa9e	1dffea66f749d76060a6cc60ae9c06e4eafbf7310a7c2bfac54891680716c99b	32706773875204afbd5a5074f21d279792fb3afb75ca039ee80b2df77d5f1731	6280d3428cdbfc54dcc7aa79f2df26fe7522958671e1bd1468c71c51a8c2ba81	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
137	210	13	1	0	0	5	U08-0000000218_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17441	9c7e0faf8a0a4e1c188c987a2068e9d01c0e9cbf484a30bb385aa28cc0968865	8c722d9102c0710babc68b2f807b76611b10911dd9cf303ae567ea80d8bdf3ed	85518081960e93c6553fde697e410da10b7657bce450db7b23dae68c93808556	4857d9fe483f27915136b6a9479f6be24b8b54bb909a3d4e2ec3400f8280a1c3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
138	210	13	1	0	0	5	U08-0000000218_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16720	9c7e0faf8a0a4e1c188c987a2068e9d01c0e9cbf484a30bb385aa28cc0968865	8c722d9102c0710babc68b2f807b76611b10911dd9cf303ae567ea80d8bdf3ed	68b817dd37b7f3e70d13b47930e2fc3d52bb6fdef4ef20edbf110c12a3902199	4d32ee341f32b94dd9bc7e387142b65e4cd16b7fc64d8343ef3b9e24d5db349f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
139	210	13	1	0	1	5	U08-0000000218_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17421	adea99a16845e5b972c9b2c738a2f3592b8c97c4aa7257cea2d88f3248d5710e	9f3033682dbdec8b7c5813bb27ec02f2b91d8db9aa5a84a9b440ba84c947bece	b707b79974f1c5cc7be4ca3f2ff6d9634d9347b0ab4b6e69fc2a4ad408e6406f	82b53c740773a24810075b9e78ddbf90e4b95e11d2315870c26d9bab2bd057f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
140	210	13	1	0	1	5	U08-0000000218_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16656	adea99a16845e5b972c9b2c738a2f3592b8c97c4aa7257cea2d88f3248d5710e	9f3033682dbdec8b7c5813bb27ec02f2b91d8db9aa5a84a9b440ba84c947bece	bbae25f6e5387c5a6471ce1f99abb85af780e31facfa647a6bc88a74e1485440	c0d35ae48fe4e68c5892f911bb7aca29e1dc14a06f3cca5d5ef4187f107ba1d1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
141	210	13	1	1	0	5	U08-0000000219_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17388	c114a8b7610b6c6baefcab9664aaf4cd8f56de0b2ced3d64a09d82d7089e4d01	a1a1fb5e968b43642e05386227f892a58950131ad87f31764534df617fa0e325	15b0dca11dabf4e2b20bf865801119b60c7320119bb36137848e933a361ec60a	dbf54a79fa00f91038575f42609ce27931b9cb4dee1c19d7db4fbdb11fc24a19	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
142	210	13	1	1	0	5	U08-0000000219_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16669	c114a8b7610b6c6baefcab9664aaf4cd8f56de0b2ced3d64a09d82d7089e4d01	a1a1fb5e968b43642e05386227f892a58950131ad87f31764534df617fa0e325	71cff1ca5367c13e7bca8676a7e284e686e52003782711150cff5916f66f71e1	a2f1d81fd79ab02158694b514242297126d600ba6188fd0620e8ad8b34eea47c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
143	210	13	1	1	1	5	U08-0000000219_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17466	ac36d50dbeb75ba33bbc8a1302792f7612daf29ab56d76495fd043c06a41b141	220b4358fa02790ed305e9d584e9c8bccf72e1ed014dacea2f08c34c351c0a98	2648ea8966b619f34ec80e12523d39dbd1a4fbb45b3a4c33e620708d2f2d461a	13c5ce4c5d82c3797c4cb4335918093014de6fba500382f9915d968dabfdac83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
144	210	13	1	1	1	5	U08-0000000219_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16645	ac36d50dbeb75ba33bbc8a1302792f7612daf29ab56d76495fd043c06a41b141	220b4358fa02790ed305e9d584e9c8bccf72e1ed014dacea2f08c34c351c0a98	90fd33a2f221abb6b75d2b40418c755bd2d2922ebdce0219dc9163bab8e76b5d	b30259e9b9ee3261d9dcf41f537a40a5ba262e71168883c418d8ef669e9f129a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
145	211	13	2	0	0	5	U08-0000000218_S09-0000000324	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17439	3c07cdb4cb8da9b370992619eca3483280b5af9bc9abd33bf35f91f0c2ca4d47	2e689378b2015cdfb798cd5b1b0512996392bfad53cfe671779d770fd99cd45b	30ad463fd3d896a38e3bd91daa8a95f7b762c74edc2bb2dee5253afddebe612e	96359eb19066cb4a2cab9fbae4f0a537668a26cfe091b3b9eaa158a2cd8c68b0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
146	211	13	2	0	0	5	U08-0000000218_S09-0000000324	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16707	3c07cdb4cb8da9b370992619eca3483280b5af9bc9abd33bf35f91f0c2ca4d47	2e689378b2015cdfb798cd5b1b0512996392bfad53cfe671779d770fd99cd45b	fb1fb0fb43f8f77449d17055fab6c8036962f99cc08c242a33566f81dce7e6f1	a39980505348bbf1cb678da5868f89a1c0cd52d3179a91b0ca8a3338f37a4d80	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
147	211	13	2	0	1	5	U08-0000000218_S09-0000000325	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17475	63c386fedc234d5b90b31ee1e5547baffca3b0d12d941d02c1962f9db03d72e2	89f367cd7c63787ee2a645bea2cd7785b227d33ed1350a81399b6363cb99294a	3798a8cda2ffa66752e9f454c19f16099193eb750824dd6706949291d1aa7c7c	d1e706640f1fed17e33e6da24170378eca912eda0835010eba057bd123dd39bd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
148	211	13	2	0	1	5	U08-0000000218_S09-0000000325	C0Rect2Set	DESCENDANT_PROBE_PASS	0	17056	63c386fedc234d5b90b31ee1e5547baffca3b0d12d941d02c1962f9db03d72e2	89f367cd7c63787ee2a645bea2cd7785b227d33ed1350a81399b6363cb99294a	175f68f2607169e4dbfb66ab83ac766daae3522632cd1eb0b29091a8b7d0ba0d	cb2cfa8bf66399515766a2242ddcf42c217c665a1cd973b3b7f80a721ff0497d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
149	211	13	2	1	0	5	U08-0000000219_S09-0000000324	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17480	e2d2f9ce625719e97fb1ea4ec50f08def66931bc141d57f8014e232632d0c78b	0e11c839896796cc734a443627c4870fd8273157eeb8b35d2dad359f8892f0fb	e2ddbfdea63c84ee19984c9ab99c5e2ae471d1645e7f3953cf47571bbcdf5f9b	5d03c354bf999f782afb608da023c85ad0b20d29259d0303a00c171886170178	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
150	211	13	2	1	0	5	U08-0000000219_S09-0000000324	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16757	e2d2f9ce625719e97fb1ea4ec50f08def66931bc141d57f8014e232632d0c78b	0e11c839896796cc734a443627c4870fd8273157eeb8b35d2dad359f8892f0fb	4dabe021cfc59ddab5002f2b67ec4a8b17fcc0831e7eeaed1cba9db1f709558e	edfc5e847db21ee627f8918f862e9559dbd8dabdab526c4cc4a617d2a589487e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
151	211	13	2	1	1	5	U08-0000000219_S09-0000000325	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17382	8f0cd5b18f34fabbfd1f92c74735c8b08ac3ccc184f90ac0896bbc6d66b98e91	0e89477534bbf6ba061cfae0cb506d2bbe09620d69c002c7f415df6c82f97287	35d1319734ff16c9ab92063186ff244c2663036bbafc07ff9441608ec6b3e358	e6936ec9e9e92ee144a819b12796e4e23901de993d07b0f60c43f74c369a540d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
152	211	13	2	1	1	5	U08-0000000219_S09-0000000325	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16665	8f0cd5b18f34fabbfd1f92c74735c8b08ac3ccc184f90ac0896bbc6d66b98e91	0e89477534bbf6ba061cfae0cb506d2bbe09620d69c002c7f415df6c82f97287	efba03de77c9eae441ee3659d022a60662f1eaccf0dbb35fc5853c7ce3a6db44	55e2b15d7e0c10dcb67891e60e6e820b98d41ccb6c5e4b16fa0f63e1b7607f8d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
153	225	14	0	0	0	5	U08-0000000220_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17382	111cf03c5b3a7b14fb624004e27cc5ac40a93f77fb77e14b3a0f904ee7b0f2ed	0602ea4194dbb1d9a0984fef722001935d4093fd6bc8546a76c6174e5eb57f14	9f70e5f8548947651afd9494d03c03c3fec06cc2886378c46c712486bcf73618	9f2550120a16a4bf4e96b61b4a9f0706c638599becafb1b70afa548366e005ad	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
154	225	14	0	0	0	5	U08-0000000220_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16669	111cf03c5b3a7b14fb624004e27cc5ac40a93f77fb77e14b3a0f904ee7b0f2ed	0602ea4194dbb1d9a0984fef722001935d4093fd6bc8546a76c6174e5eb57f14	438823fb9c25abc9f4be7e295213bf527b10ad824e59cf9c6878022f85ce1a2c	fadff52219e5bc65b062d3c89103f6b80894569afee3ff69f45889f03e540f5b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
155	225	14	0	0	1	5	U08-0000000220_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17393	1fb06c6cc75552075540d5b20f144d60373ab680863580f234a236e1ea057f1b	37c3669a6849e23c316ade941ee35f4bc7ecd378e67283c541c9708a59dbe891	8a46a3cf0b2f61734958f991281273291662feb8af602d6e6f701d764944690c	ed213aef7893f6ae77b5ebe14b432a56669ed95e99d9a4a87b308c660d4789f4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
156	225	14	0	0	1	5	U08-0000000220_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16756	1fb06c6cc75552075540d5b20f144d60373ab680863580f234a236e1ea057f1b	37c3669a6849e23c316ade941ee35f4bc7ecd378e67283c541c9708a59dbe891	e29474f4be9e38a7dce761202080eddf45398724f2af520442f71a8533862005	dcc172166e3a20ffba6fc0e44bfe77b497b24d8049e7e889c1362724de348476	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
