ATTEMPT_INDEX	LEAF_INDEX	LAYER	LEAF_ID	PARENT_DEPTH4_CELL_INDEX	DEPTH4_U_OFFSET	DEPTH4_S_OFFSET	SUB_U_OFFSET	SUB_S_OFFSET	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	LEGACY_CERTIFICATE_PASS	TERMINAL_CERTIFIED	STRUCTURAL_PASS	HOMOGENEOUS_COMPUTATION_VALID	PROBE_PASS	LIOUVILLE_LOWER	LIOUVILLE_UPPER	JOINT_LOWER	JOINT_UPPER	JOINT_EQUALS_LIOUVILLE	EPISTEMIC_CERTIFICATE_PASS
31	16	D4	U07-0000000096_S08-0000000175	16	0	15	NA	NA	7	96	8	175	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3178	d3749ea15205898b8d54177424cd59f6fdf1ef001122376332787cb61243df1a	914e3077958d7f9505d32a5138c9a537f75258c0d23c5014e464a3a2153df968	3a8353fd4bcc5378fa70c30cfdc5523f618c2931d35d514df6179d83b2c515fb	923b354172cfda2965b419ab97bb05a1b5afed6e51f86457057ec2c0919ba053	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f294fa962b586p-36	-0x1.f237f3cbcc098p-36	-0x1.f294fa962b586p-36	-0x1.f237f3cbcc098p-36	true	true
32	16	D4	U07-0000000096_S08-0000000175	16	0	15	NA	NA	7	96	8	175	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3104	d3749ea15205898b8d54177424cd59f6fdf1ef001122376332787cb61243df1a	914e3077958d7f9505d32a5138c9a537f75258c0d23c5014e464a3a2153df968	2c4005135fcaa4dac12111f18b4acc41dfcfacc1f46b190a353264122348ceae	acf0884401dc46afcb933f432018ae7de8c2f59a97d08bd9a029c3db8d22d6ee	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2950e5a96f0cp-36	-0x1.f237e00aa9787p-36	-0x1.f2950e5a96f0cp-36	-0x1.f237e00aa9787p-36	true	true
33	17	D4	U07-0000000097_S08-0000000160	17	1	0	NA	NA	7	97	8	160	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3175	b323c0d9d9335b8fbddc68cfbf6d849d3e089a052cf3e88ef8551492f5034c3f	f8e5fc77fa971b93e01ae32a20d3aeb291be113f5bf67e1881f1f26816b54af4	fcdf53f175b68239d75d9df34f9c35d349651c20a7f3938e0b217f2391a91f50	6888f1215b13ff7d7b37104c2f37185b4499baeff6de52067e4a61d3afb4e4d8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f439440a99d3ep-36	-0x1.f3dc03509af7bp-36	-0x1.f439440a99d3ep-36	-0x1.f3dc03509af7bp-36	true	true
34	17	D4	U07-0000000097_S08-0000000160	17	1	0	NA	NA	7	97	8	160	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3074	b323c0d9d9335b8fbddc68cfbf6d849d3e089a052cf3e88ef8551492f5034c3f	f8e5fc77fa971b93e01ae32a20d3aeb291be113f5bf67e1881f1f26816b54af4	8814b2072089a59063150b0eeac0d4771bec3749c79dc5905271d28bc4708eee	5b00bc3d6d4c5e89ee59963ac468e7f9b060057c7e84e8e35df597e0e4fc0c0f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f43957d5bc963p-36	-0x1.f3dbef88c0a94p-36	-0x1.f43957d5bc963p-36	-0x1.f3dbef88c0a94p-36	true	true
35	18	D4	U07-0000000097_S08-0000000161	18	1	1	NA	NA	7	97	8	161	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3334	f2d5985264287d33181c227cc2e7d2872f8dd7f4450bc605d8e09b41a39b1269	5814726d25344cae79a07adb6f1054ce4699d5ea58a8b2c7cc5fde492e5682de	b65e4a5f0f3c8eb2a30dec78e65eef962cac9e3d1bcfebfe6fd95636261a43e0	90a891bd08998202cd33c14e8adb3bceeb1656a13cfddfa99ef0a86e81159cc1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f41cfcac6e612p-36	-0x1.f3bfbfd362e3ep-36	-0x1.f41cfcac6e612p-36	-0x1.f3bfbfd362e3ep-36	true	true
36	18	D4	U07-0000000097_S08-0000000161	18	1	1	NA	NA	7	97	8	161	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3083	f2d5985264287d33181c227cc2e7d2872f8dd7f4450bc605d8e09b41a39b1269	5814726d25344cae79a07adb6f1054ce4699d5ea58a8b2c7cc5fde492e5682de	af70a93e7cb1c7e3e405602cee67613289d58c2fdeee2d8887e80f3dc9c2302e	113508e1544ebdbd7aa26b4f9cf3e8877d5bf4d96bfc46a228b24313dc62ba7c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f41d10771ede1p-36	-0x1.f3bfac0bfb099p-36	-0x1.f41d10771ede1p-36	-0x1.f3bfac0bfb099p-36	true	true
37	19	D4	U07-0000000097_S08-0000000162	19	1	2	NA	NA	7	97	8	162	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3172	a26419aef1393bfc1be5e51b82f88de1a1e535a8fbeaf7e7187c9efa38ddc368	78177999d0045317b0b4925862aaa480e9679861e2a73545bbe7f230e2e92b44	a17360382d1731633b8837d7561c2718ede28dfb4c20dc376e3df2e4b04bfba4	63ae9cab23e59e28f52534635df10ca0c5fd1e0b76ea507a3a8eb75e4923e100	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f400b61ad54f2p-36	-0x1.f3a37d224869ep-36	-0x1.f400b61ad54f2p-36	-0x1.f3a37d224869ep-36	true	true
38	19	D4	U07-0000000097_S08-0000000162	19	1	2	NA	NA	7	97	8	162	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3093	a26419aef1393bfc1be5e51b82f88de1a1e535a8fbeaf7e7187c9efa38ddc368	78177999d0045317b0b4925862aaa480e9679861e2a73545bbe7f230e2e92b44	bc5c69de1e66263e98821d3636976148d5602ba5e6a1b8c6660bcd8e7ed5ef2d	373ce009b95701679f948cf8b613de768f7c44a6cf788d08a42bcd8b310d6dd4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f400c9e4e9433p-36	-0x1.f3a3695b7ccfp-36	-0x1.f400c9e4e9433p-36	-0x1.f3a3695b7ccfp-36	true	true
39	20	D4	U07-0000000097_S08-0000000163	20	1	3	NA	NA	7	97	8	163	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3186	181c6d8646a3e24ce83f6bac52abb6f23db1b7cdb6acae9df4bd490782c272ea	9da689f785993bbe77cbf034534c1deca849892a5f2030968e10808475bfe8b8	74db8c8e45fbe0ca05a97b7ca8472c69765dbc958babe465df0c706d4f7c7cea	0a2579b8a29124d7702d3db2a89e27bfb29b21ebc4d87d4c22b51c9e14074108	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3e470553d1fdp-36	-0x1.f3873b3dd35e9p-36	-0x1.f3e470553d1fdp-36	-0x1.f3873b3dd35e9p-36	true	true
40	20	D4	U07-0000000097_S08-0000000163	20	1	3	NA	NA	7	97	8	163	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3048	181c6d8646a3e24ce83f6bac52abb6f23db1b7cdb6acae9df4bd490782c272ea	9da689f785993bbe77cbf034534c1deca849892a5f2030968e10808475bfe8b8	a53b180c6d869488a0e7bd740b409e9b30db985d50bf7319467fecf75fe0bc01	cece6211742e09ed01eb567c5f82e3356d8be27fd53590a2f95859662bdba7b6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3e4841f14bf9p-36	-0x1.f387277743e1fp-36	-0x1.f3e4841f14bf9p-36	-0x1.f387277743e1fp-36	true	true
41	21	D4	U07-0000000097_S08-0000000164	21	1	4	NA	NA	7	97	8	164	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3150	a1bc1903f68f83dd62901bafb2fb584ce8a01dce7ad569842f41e7d38a4c70ad	ec46ceaa8a2af475d152ba1d4a1c7cc6b8b8e3322d6e1ebd9febfcf9655b6590	49551e097da545e85e172233b2f1fbfcd7162e4fbe6db21254ba44b9a777c47d	eaeedebac9aaf1cd917acef17110cef5d8b1557b86b279638519662faff9631d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3c82b5c65614p-36	-0x1.f36afa2536ecp-36	-0x1.f3c82b5c65614p-36	-0x1.f36afa2536ecp-36	true	true
42	21	D4	U07-0000000097_S08-0000000164	21	1	4	NA	NA	7	97	8	164	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3083	a1bc1903f68f83dd62901bafb2fb584ce8a01dce7ad569842f41e7d38a4c70ad	ec46ceaa8a2af475d152ba1d4a1c7cc6b8b8e3322d6e1ebd9febfcf9655b6590	1a6b5cabdd29a7f4c5a89cea39c100199747f9bf22af7a8c8f8530dbc94dc5dd	48dcdca95bb2eec80688c9f43ec1f78f0e8881f1cfbef9ed4f8021a7428c881c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3c83f25a263dp-36	-0x1.f36ae65f446f8p-36	-0x1.f3c83f25a263dp-36	-0x1.f36ae65f446f8p-36	true	true
43	22	D4	U07-0000000097_S08-0000000165	22	1	5	NA	NA	7	97	8	165	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3190	eb03747cbd328f1dd66c93a4a337bb9fd46d2847345e5d95c848041158c2fcd1	12b33eb37d088ce9d41e4b90fd932a97ed9b86ab7ae1a78c081305dc9b719a06	8119523a2d9c43f4f58cac90839683d58f93648dc4f2c35fca0cda24ddd03812	97459e13a0890b8c5577292f4515432979b0dee902a52c4a69b667588353d4db	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3abe72f2ccfbp-36	-0x1.f34eb9d991acdp-36	-0x1.f3abe72f2ccfbp-36	-0x1.f34eb9d991acdp-36	true	true
44	22	D4	U07-0000000097_S08-0000000165	22	1	5	NA	NA	7	97	8	165	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3076	eb03747cbd328f1dd66c93a4a337bb9fd46d2847345e5d95c848041158c2fcd1	12b33eb37d088ce9d41e4b90fd932a97ed9b86ab7ae1a78c081305dc9b719a06	c8b1f33cd9c2ae74e978e9b0076985abcffba267a974c9ca392d75886fe78262	44a8f97f6ab54ef1c1b76a3605aac3eb4ec46d5c7deb334b80369b69d3626812	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3abfaf7cf38ep-36	-0x1.f34ea61437a1bp-36	-0x1.f3abfaf7cf38ep-36	-0x1.f34ea61437a1bp-36	true	true
45	23	D4	U07-0000000097_S08-0000000166	23	1	6	NA	NA	7	97	8	166	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3146	fedf862c3377e8c2f951f5d7b25d297d4fe74e34efb76021bb97b589d52f5869	8af41dda847537f66a83f5a0463116decc88197cdbcc072ca49c9166fef6267b	f59865113ea0a5bce84ebff2d8f90d38eaccaf1d1683b031d778efd5d02982a4	4963c047424635d96f6e5c4e36ee04ce4ac22ebc40d8d96f8c1bf9f48d315f67	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f38fa3ceed395p-36	-0x1.f3327a5977647p-36	-0x1.f38fa3ceed395p-36	-0x1.f3327a5977647p-36	true	true
46	23	D4	U07-0000000097_S08-0000000166	23	1	6	NA	NA	7	97	8	166	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3079	fedf862c3377e8c2f951f5d7b25d297d4fe74e34efb76021bb97b589d52f5869	8af41dda847537f66a83f5a0463116decc88197cdbcc072ca49c9166fef6267b	3e6c28d99dd18170548350af911f3fda7881608caca1916b57b294c34f0d666b	9e93e1c0cfa5ae93ef226dfe6a59f78fbbecda9ed2878868f5894ee779d53c79	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f38fb796ffc66p-36	-0x1.f3326694af2b7p-36	-0x1.f38fb796ffc66p-36	-0x1.f3326694af2b7p-36	true	true
47	24	D4	U07-0000000097_S08-0000000167	24	1	7	NA	NA	7	97	8	167	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3193	8eb80b77250ee49482c26f6275147cf6bc269880f2620487ebc532a72d74e7ec	eff0fa6192b163ae93d73cda3bb28961f111f995a5a53d254e4cf794911df62f	a4307ca98f16172057f69b82a4ab42c5211e50988783beb769056370f214fee4	dd4401ebf02749819c100ba052816cb7b7d30d65a39097a0f578a32975f399c2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f373613ad0eb8p-36	-0x1.f3163ba5ba35cp-36	-0x1.f373613ad0eb8p-36	-0x1.f3163ba5ba35cp-36	true	true
48	24	D4	U07-0000000097_S08-0000000167	24	1	7	NA	NA	7	97	8	167	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3076	8eb80b77250ee49482c26f6275147cf6bc269880f2620487ebc532a72d74e7ec	eff0fa6192b163ae93d73cda3bb28961f111f995a5a53d254e4cf794911df62f	7712471dc917ef5a501dc469ce20a17e2e7cf67e91ac742463a4741e7760e542	9dafe5027bdc9198c5460558d41766b786b52c3e76d22c95f474d3940b59793c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3737502835c6p-36	-0x1.f31627e151212p-36	-0x1.f3737502835c6p-36	-0x1.f31627e151212p-36	true	true
49	25	D4	U07-0000000097_S08-0000000168	25	1	8	NA	NA	7	97	8	168	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3152	6f22781d6e447d735b856e550b8fa9b67839d1b5543e14b1df6ea6a3e8b97bec	049b97bb6c4cae95652f7bba5a0f72b1346fd58a6b0ac7fd4c37751e37496736	6c24c3dc8bbd79efa7d7802d799e98bd22ec64891b83c25204a7552644510bc9	971e26cad01885de8f1b4126eb2e6f75855715db1e7c56fda4525250ca17e832	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3571f731eeaep-36	-0x1.f2f9fdbe04571p-36	-0x1.f3571f731eeaep-36	-0x1.f2f9fdbe04571p-36	true	true
50	25	D4	U07-0000000097_S08-0000000168	25	1	8	NA	NA	7	97	8	168	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3073	6f22781d6e447d735b856e550b8fa9b67839d1b5543e14b1df6ea6a3e8b97bec	049b97bb6c4cae95652f7bba5a0f72b1346fd58a6b0ac7fd4c37751e37496736	d3d76248c546ca35ae48abea19faf1169d6e07081c21d5f0bf401bff050f9459	ee0d1a8efa172015534e6082550ffa600173da5340053b8a6a4beaa11465d209	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f357333a519b9p-36	-0x1.f2f9e9fa1bf62p-36	-0x1.f357333a519b9p-36	-0x1.f2f9e9fa1bf62p-36	true	true
51	26	D4	U07-0000000097_S08-0000000169	26	1	9	NA	NA	7	97	8	169	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3171	15e3f87886deac88c987853bf3af9247d72d68a72724bea7462f41b8f2cc2f28	9d07a828eea6f59d255a78fefb24ebe1bf8ea25e558b5617e5d44444a7093756	b682c0f3ab2665cea2d014d3c340843b25879c96f0c660e418800131deebd35c	07a60613e301f63b5ebffe7c4a06589990866e68eb660c1c4c4e7d37db140820	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f33ade7775629p-36	-0x1.f2ddc0a2b250ap-36	-0x1.f33ade7775629p-36	-0x1.f2ddc0a2b250ap-36	true	true
52	26	D4	U07-0000000097_S08-0000000169	26	1	9	NA	NA	7	97	8	169	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3072	15e3f87886deac88c987853bf3af9247d72d68a72724bea7462f41b8f2cc2f28	9d07a828eea6f59d255a78fefb24ebe1bf8ea25e558b5617e5d44444a7093756	ae8944b888ca62d7dfdc2e059891c3ca550249f03812b5499b662776ba4743fd	725b987bc271bb6b11a75a99395510fc78bd88030a0a6034fc207498531695a9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f33af23e60174p-36	-0x1.f2ddacdf102c4p-36	-0x1.f33af23e60174p-36	-0x1.f2ddacdf102c4p-36	true	true
53	27	D4	U07-0000000097_S08-0000000170	27	1	10	NA	NA	7	97	8	170	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3186	7023cc6e17032400bb7362deb80576dfa3ceb497e6ec162e0c65b2d1daf11a32	96391b284f2c3e31dacefb8bc15c84c68131544c34f729de6af438e1f532f2cc	996c13db86bfd2e9e4a8717f26e024ae947f72c485937c9c6504cec8f74e7771	cdd8c69c90f787abffb01d1acc4ea910fa1c67b4395205d2339bc339afa6c4f7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f31e9e4898d08p-36	-0x1.f2c18452f0ad9p-36	-0x1.f31e9e4898d08p-36	-0x1.f2c18452f0ad9p-36	true	true
54	27	D4	U07-0000000097_S08-0000000170	27	1	10	NA	NA	7	97	8	170	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3058	7023cc6e17032400bb7362deb80576dfa3ceb497e6ec162e0c65b2d1daf11a32	96391b284f2c3e31dacefb8bc15c84c68131544c34f729de6af438e1f532f2cc	aa284bb6684b2948fb893f087bc6a0eaffd3a07700f82dc8d19e2c1259944201	7b20dfa0d45ea3cf3ca6d9f92cadac369665c781e5e418281289db10042fe6b8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f31eb20ece60bp-36	-0x1.f2c1709003dc6p-36	-0x1.f31eb20ece60bp-36	-0x1.f2c1709003dc6p-36	true	true
55	28	D4	U07-0000000097_S08-0000000171	28	1	11	NA	NA	7	97	8	171	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3177	229b32321823d6f1745096e10e6e1208f13e90cf9082bada02d39f8b4b84c4f9	641379cb1b61a037e752088cb8c20fab3f55ad91afc9f29c64ccf462cb40368a	51420bc76041208cf9d4ca71e9c01dcfc534f5b6bb8b3a2cb7f43272c3ee54ff	51b1d3f7825d043e3ebaa089cf77a179608678ae803dbee31a6aa22838d4d700	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f3025ee576b4dp-36	-0x1.f2a548cfc9ec8p-36	-0x1.f3025ee576b4dp-36	-0x1.f2a548cfc9ec8p-36	true	true
56	28	D4	U07-0000000097_S08-0000000171	28	1	11	NA	NA	7	97	8	171	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3103	229b32321823d6f1745096e10e6e1208f13e90cf9082bada02d39f8b4b84c4f9	641379cb1b61a037e752088cb8c20fab3f55ad91afc9f29c64ccf462cb40368a	22c662914bae134322b6bb20c64c472d6cc3d047d55b5c98f3d435863933de10	7ab4acb19b8dbf9fa9d6003bd2690cb1229c5a752147228a2b0be6cc7633c150	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f30272aba529cp-36	-0x1.f2a5350ce4197p-36	-0x1.f30272aba529cp-36	-0x1.f2a5350ce4197p-36	true	true
57	29	D4	U07-0000000097_S08-0000000172	29	1	12	NA	NA	7	97	8	172	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3168	1548d0dcfb3225284dfee84d4a4fce5d6dc9e2114dface3d9dc7331cf9c644bf	0b746c43f3ad16b80c526a8461df16398707aff21e60e8fa0ae0a5d39a8b58f3	ec8240a8c146a35a1be569d1e2e9839295f40de783bf1db13eceeaca0d464b67	9dc6f244dc53f6e374cebdd7249dbec79386c55e9e50f500d0633492db3a6f25	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2e6204efbaf6p-36	-0x1.f2890e1846f36p-36	-0x1.f2e6204efbaf6p-36	-0x1.f2890e1846f36p-36	true	true
58	29	D4	U07-0000000097_S08-0000000172	29	1	12	NA	NA	7	97	8	172	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3041	1548d0dcfb3225284dfee84d4a4fce5d6dc9e2114dface3d9dc7331cf9c644bf	0b746c43f3ad16b80c526a8461df16398707aff21e60e8fa0ae0a5d39a8b58f3	98e190bef03868d9d75bab93b065e7de196e1be30df9c8f9f373615d77de192d	e1abe4f474e2f43b8f8e0f5456e5257dd7f967c0e3e3b40ca4270045b5a376f7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2e6340d16aaap-36	-0x1.f288fa5db522fp-36	-0x1.f2e6340d16aaap-36	-0x1.f288fa5db522fp-36	true	true
59	30	D4	U07-0000000097_S08-0000000173	30	1	13	NA	NA	7	97	8	173	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3179	07e2a5f7da1c1fee08629268590615a439c052202453bca65b719ccdbcbaf8db	e8924f90b583e0289d9ee926fae8bfd00e25e28af0c78945c89f70f83ba487d5	2cf4625416c375b151f6dc2ac76c88800da51b7dcee8e4af0695573a2b1b696b	61b9e0f1a1dd18bd15220a1ad42c5cab9fe7844b2ec5b6ffe3fb9593230a2cc4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2c9e27d755dep-36	-0x1.f26cd43450fecp-36	-0x1.f2c9e27d755dep-36	-0x1.f26cd43450fecp-36	true	true
60	30	D4	U07-0000000097_S08-0000000173	30	1	13	NA	NA	7	97	8	173	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3075	07e2a5f7da1c1fee08629268590615a439c052202453bca65b719ccdbcbaf8db	e8924f90b583e0289d9ee926fae8bfd00e25e28af0c78945c89f70f83ba487d5	50d30cec95273b33697cbedd93d71626f4282e4ee28453e45b834d6a610962dd	f9840bb4d5db993bfb0b590e7171a78375c5361237b999a08d1110083ee851a6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2c9f64254be3p-36	-0x1.f26cc072bb3fap-36	-0x1.f2c9f64254be3p-36	-0x1.f26cc072bb3fap-36	true	true
61	31	D4	U07-0000000097_S08-0000000174	31	1	14	NA	NA	7	97	8	174	C0HORect2Set	DESCENDANT_PROBE_PASS	0	3183	82fe94784fdb24cd495f6dd15196f5445c6497a2da7c7525a981ab7f056c7725	3bb0564ef010324a791c11afdec2bb26ab073918c7b8cd499ce465ba03d3515b	fcd069a9392ddea988593fdc09921d7a2cbe6676304ae6941d98eb5f183249fb	7c5c6d02f16e5906d65d586e57f6d48285d3697ba08177dbc26e0242f6350c21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2ada57f0869cp-36	-0x1.f2509b153939ep-36	-0x1.f2ada57f0869cp-36	-0x1.f2509b153939ep-36	true	true
62	31	D4	U07-0000000097_S08-0000000174	31	1	14	NA	NA	7	97	8	174	C0Rect2Set	DESCENDANT_PROBE_PASS	0	3066	82fe94784fdb24cd495f6dd15196f5445c6497a2da7c7525a981ab7f056c7725	3bb0564ef010324a791c11afdec2bb26ab073918c7b8cd499ce465ba03d3515b	04f7c0f6aed2f3030ad9b0ddf4cc034db102e29561febe2009fe09a61a1da136	ee2eb7eb6924fac808221a6f267cceee94ed667febd63ff2ee2a253364bc2c22	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	false	false	true	true	true	-0x1.f2adb943bae9bp-36	-0x1.f2508753d0947p-36	-0x1.f2adb943bae9bp-36	-0x1.f2508753d0947p-36	true	true
