id	iri	label
350	http://purl.obolibrary.org/obo/CL_0000482	juvenile hormone secreting cell
351	http://purl.obolibrary.org/obo/CL_0000483	bombesin stimulating hormone secreting cell
352	http://purl.obolibrary.org/obo/CL_0000484	connective tissue type mast cell
353	http://purl.obolibrary.org/obo/CL_0000485	mucosal type mast cell
354	http://purl.obolibrary.org/obo/CL_0000486	garland cell
355	http://purl.obolibrary.org/obo/CL_0000487	oenocyte
356	http://purl.obolibrary.org/obo/CL_0000488	visible light photoreceptor cell
357	http://purl.obolibrary.org/obo/CL_0000489	scotopic photoreceptor cell
358	http://purl.obolibrary.org/obo/CL_0000490	photopic photoreceptor cell
359	http://purl.obolibrary.org/obo/CL_0000492	CD4-positive helper T cell
360	http://purl.obolibrary.org/obo/CL_0000494	UV sensitive photoreceptor cell
361	http://purl.obolibrary.org/obo/CL_0000495	blue sensitive photoreceptor cell
362	http://purl.obolibrary.org/obo/CL_0000496	green sensitive photoreceptor cell
363	http://purl.obolibrary.org/obo/CL_0000497	red sensitive photoreceptor cell
364	http://purl.obolibrary.org/obo/CL_0000498	inhibitory interneuron
365	http://purl.obolibrary.org/obo/CL_0000499	stromal cell
366	http://purl.obolibrary.org/obo/CL_0000500	follicular epithelial cell
367	http://purl.obolibrary.org/obo/CL_0000501	granulosa cell
368	http://purl.obolibrary.org/obo/CL_0000502	type D enteroendocrine cell
369	http://purl.obolibrary.org/obo/CL_0000503	theca cell
370	http://purl.obolibrary.org/obo/CL_0000504	enterochromaffin-like cell
371	http://purl.obolibrary.org/obo/CL_0000505	substance P secreting cell
372	http://purl.obolibrary.org/obo/CL_0000506	enkephalin secreting cell
373	http://purl.obolibrary.org/obo/CL_0000507	endorphin secreting cell
374	http://purl.obolibrary.org/obo/CL_0000508	type G enteroendocrine cell
375	http://purl.obolibrary.org/obo/CL_0000509	gastrin secreting cell
376	http://purl.obolibrary.org/obo/CL_0000510	paneth cell
377	http://purl.obolibrary.org/obo/CL_0000511	androgen binding protein secreting cell
378	http://purl.obolibrary.org/obo/CL_0000513	cardiac muscle myoblast
379	http://purl.obolibrary.org/obo/CL_0000514	smooth muscle myoblast
380	http://purl.obolibrary.org/obo/CL_0000515	skeletal muscle myoblast
381	http://purl.obolibrary.org/obo/CL_0000516	perineuronal satellite cell
382	http://purl.obolibrary.org/obo/CL_0000517	macrophage derived foam cell
383	http://purl.obolibrary.org/obo/CL_0000518	phagocyte (sensu Vertebrata)
384	http://purl.obolibrary.org/obo/CL_0000519	phagocyte (sensu Nematoda and Protostomia)
385	http://purl.obolibrary.org/obo/CL_0000520	prokaryotic cell
386	http://purl.obolibrary.org/obo/CL_0000521	fungal cell
387	http://purl.obolibrary.org/obo/CL_0000523	mononuclear cytotrophoblast cell
388	http://purl.obolibrary.org/obo/CL_0000524	spheroplast
389	http://purl.obolibrary.org/obo/CL_0000525	syncytiotrophoblast cell
390	http://purl.obolibrary.org/obo/CL_0000526	afferent neuron
391	http://purl.obolibrary.org/obo/CL_0000527	efferent neuron
392	http://purl.obolibrary.org/obo/CL_0000528	nitrergic neuron
393	http://purl.obolibrary.org/obo/CL_0000529	pigmented epithelial cell
394	http://purl.obolibrary.org/obo/CL_0000530	primary neuron (sensu Teleostei)
395	http://purl.obolibrary.org/obo/CL_0000531	primary sensory neuron (sensu Teleostei)
396	http://purl.obolibrary.org/obo/CL_0000532	CAP motoneuron
397	http://purl.obolibrary.org/obo/CL_0000533	primary motor neuron (sensu Teleostei)
398	http://purl.obolibrary.org/obo/CL_0000534	primary interneuron (sensu Teleostei)
399	http://purl.obolibrary.org/obo/CL_0000535	secondary neuron (sensu Teleostei)
